timestamp,test-class,test-method,time,description,result
2021-08-30 14:52:31.486,acme.testing.administrator.spamfilter.threshold.AdministratorThresholdUpdateTest,updateNegative,4586,"[2] recordIndex=0, value=asd",OK
2021-08-30 14:52:32.015,acme.testing.administrator.spamfilter.threshold.AdministratorThresholdUpdateTest,updateNegative,276,"[1] username=null, password=null",OK
2021-08-30 14:52:34.977,acme.testing.administrator.spamfilter.threshold.AdministratorThresholdUpdateTest,updateNegative,2709,"[2] username=manager2, password=manager2",OK
2021-08-30 14:52:54.474,acme.testing.administrator.spamfilter.threshold.AdministratorThresholdListTest,listPositive,3730,"[1] recordIndex=0, value=10.00",OK
2021-08-30 14:52:55.003,acme.testing.administrator.spamfilter.threshold.AdministratorThresholdListTest,listNegative,264,"[1] username=null, password=null",OK
2021-08-30 14:52:57.996,acme.testing.administrator.spamfilter.threshold.AdministratorThresholdListTest,listNegative,2736,"[2] username=manager2, password=manager2",OK
2021-08-30 14:53:17.872,acme.testing.administrator.workplan.AdministratorWorkPlanDashBoardTestCase,listPositive,3627,"[1] recordIndex=2, publicTasks=4, privateTasks=4, finishedTasks=2, nonFinishedTasks=6, averageWorkFlow=6.33, deviationWorkFlow=9.24, maxWorkFlow=26.00, minWorkFlow=0.00, averageExecutionPeriod=14.88, deviationExecutionPeriod=59.50, maxExecutionPeriod=119.00, minExecutionPeriod=0.00",OK
2021-08-30 14:53:26.808,acme.testing.administrator.workplan.AdministratorWorkPlanDashBoardTestCase,listPositive,8686,"[2] recordIndex=0, publicTasks=5, privateTasks=3, finishedTasks=2, nonFinishedTasks=6, averageWorkFlow=6.33, deviationWorkFlow=9.24, maxWorkFlow=26.00, minWorkFlow=0.00, averageExecutionPeriod=14.88, deviationExecutionPeriod=59.50, maxExecutionPeriod=119.00, minExecutionPeriod=0.00",OK
2021-08-30 14:53:35.292,acme.testing.administrator.workplan.AdministratorWorkPlanDashBoardTestCase,listPositive,8237,"[3] recordIndex=1, publicTasks=6, privateTasks=2, finishedTasks=2, nonFinishedTasks=6, averageWorkFlow=6.33, deviationWorkFlow=9.24, maxWorkFlow=26.00, minWorkFlow=0.00, averageExecutionPeriod=14.88, deviationExecutionPeriod=59.50, maxExecutionPeriod=119.00, minExecutionPeriod=0.00",OK
2021-08-30 14:53:35.823,acme.testing.administrator.workplan.AdministratorWorkPlanDashBoardTestCase,listNegative,273,"[1] username=null, password=null",OK
2021-08-30 14:53:38.805,acme.testing.administrator.workplan.AdministratorWorkPlanDashBoardTestCase,listNegative,2732,"[2] username=manager3, password=manager3",OK
2021-08-30 14:53:59.397,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,createPositive,5430,"[1] recordIndex=4, startDate=2022/06/01 14:00, endDate=2022/07/01 14:00",OK
2021-08-30 14:54:05.07,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,createPositive,5425,"[2] recordIndex=5, startDate=2022/07/15 10:00, endDate=2022/08/01 15:00",OK
2021-08-30 14:54:08.935,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,createNegative,3608,"[1] startDate=2020/06/01 14:00, endDate=2022/07/01 14:00",OK
2021-08-30 14:54:12.846,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,createNegative,3666,"[2] startDate=2022/07/15 10:00, endDate=2022/06/01 15:00",OK
2021-08-30 14:54:16.71,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,createNegative,3616,"[3] startDate=null, endDate=2022/07/01 14:00",OK
2021-08-30 14:54:20.622,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,createNegative,3659,"[4] startDate=2022/06/01 14:00, endDate=null",OK
2021-08-30 14:54:41.124,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deletePositive,4746,"[1] recordIndex=0, startDate=2021/09/30 10:00, nextStartDate=2021/10/12 12:00",OK
2021-08-30 14:54:46.562,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deletePositive,5193,"[2] recordIndex=0, startDate=2021/10/12 12:00, nextStartDate=2021/05/10 15:00",OK
2021-08-30 14:54:49.573,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deleteNegative,2761,"[1] username=manager2, password=manager2",OK
2021-08-30 14:54:52.581,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deleteNegative,2758,"[2] username=fervalnav, password=Qwerty123",OK
2021-08-30 14:54:55.648,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deleteNegative,2821,"[3] username=administrator, password=administrator",OK
2021-08-30 14:54:56.179,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deleteNegative,282,"[4] username=null, password=null",OK
2021-08-30 14:55:00.52,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deletePositive,4075,"[1] id=36, nextStartDate=2021/09/30 15:00, nextEndDate=2021/09/30 18:30, nextWorkLoad=4.00",OK
2021-08-30 14:55:04.773,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deletePositive,4005,"[2] id=37, nextStartDate=2021/12/30 15:00, nextEndDate=2021/12/30 18:30, nextWorkLoad=5.00",OK
2021-08-30 14:55:25.523,acme.testing.manager.workplan.ManagerWorkPlanAddTaskTest,updatePositive,5653,"[1] recordIndex=0, taskId=35, entera=26, decimal=0, newEntera=27, newDecimal=0",OK
2021-08-30 14:55:30.949,acme.testing.manager.workplan.ManagerWorkPlanAddTaskTest,updatePositive,5176,"[2] recordIndex=0, taskId=34, entera=27, decimal=0, newEntera=28, newDecimal=0",OK
2021-08-30 14:55:35.81,acme.testing.manager.workplan.ManagerWorkPlanAddTaskTest,updateNegative,4614,"[1] recordIndex=0, taskId=30",OK
2021-08-30 14:55:40.665,acme.testing.manager.workplan.ManagerWorkPlanAddTaskTest,updateNegative,4590,"[2] recordIndex=0, taskId=25",OK
2021-08-30 14:56:00.645,acme.testing.manager.workplan.ManagerWorkPlanUpdateTest,updatePositive,4772,"[1] recordIndex=0, startDate=2021/12/10 14:00, endDate=2021/12/15 14:00",OK
2021-08-30 14:56:05.693,acme.testing.manager.workplan.ManagerWorkPlanUpdateTest,updatePositive,4801,"[2] recordIndex=1, startDate=2021/12/15 10:00, endDate=2021/12/21 15:00",OK
2021-08-30 14:56:09.425,acme.testing.manager.workplan.ManagerWorkPlanUpdateTest,updateNegative,3485,"[1] recordIndex=0, startDate=2020/08/10 14:00, endDate=2021/08/05 14:00",OK
2021-08-30 14:56:13.043,acme.testing.manager.workplan.ManagerWorkPlanUpdateTest,updateNegative,3372,"[2] recordIndex=1, startDate=2021/08/15 10:00, endDate=2021/07/01 15:00",OK
2021-08-30 14:56:16.745,acme.testing.manager.workplan.ManagerWorkPlanUpdateTest,updateNegative,3451,"[3] recordIndex=0, startDate=null, endDate=2022/07/01 14:00",OK
2021-08-30 14:56:20.348,acme.testing.manager.workplan.ManagerWorkPlanUpdateTest,updateNegative,3355,"[4] recordIndex=0, startDate=2022/06/01 14:00, endDate=null",OK
2021-08-30 14:56:39.783,acme.testing.manager.workplan.ManagerWorkPlanListTest,listPositive,3815,"[1] recordIndex=0, startDate=2021/09/30 10:00, endDate=2021/09/30 11:30, workLoad=26.00, entera=26, decimal=0, publicPlan=true",OK
2021-08-30 14:56:43.853,acme.testing.manager.workplan.ManagerWorkPlanListTest,listPositive,3829,"[2] recordIndex=1, startDate=2021/10/12 12:00, endDate=2021/10/12 15:00, workLoad=5.00, entera=5, decimal=0, publicPlan=true",OK
2021-08-30 14:56:44.366,acme.testing.manager.workplan.ManagerWorkPlanListTest,listNegative,264,"[1] username=null, password=null",OK
2021-08-30 14:56:47.395,acme.testing.manager.workplan.ManagerWorkPlanListTest,listNegative,2776,"[2] username=administrator, password=administrator",OK
2021-08-30 14:57:08.833,acme.testing.manager.workplan.ManagerWorkPlanPublishTest,updatePositive,5744,"[1] recordIndex=0",OK
2021-08-30 14:57:14.865,acme.testing.manager.workplan.ManagerWorkPlanPublishTest,updatePositive,5787,"[2] recordIndex=1",OK
2021-08-30 14:57:19.438,acme.testing.manager.workplan.ManagerWorkPlanPublishTest,updateNegative,4328,"[1] recordIndex=2",OK
2021-08-30 14:57:40.055,acme.testing.manager.workplan.ManagerWorkPlanDeleteTaskTest,updatePositive,3998,"[1] recordIndex=0, taskIndex=2, entera=26, decimal=0, newEntera=1, newDecimal=0",OK
2021-08-30 14:57:44.296,acme.testing.manager.workplan.ManagerWorkPlanDeleteTaskTest,updatePositive,3995,"[2] recordIndex=0, taskIndex=1, entera=1, decimal=0, newEntera=0, newDecimal=0",OK
2021-08-30 14:57:46.459,acme.testing.manager.workplan.ManagerWorkPlanDeleteTaskTest,updateNegative,1913,"updateNegative()",OK
2021-08-30 14:58:06.621,acme.testing.authenticated.task.AuthenticatedTaskListAllTest,listPositive,3907,"[1] recordIndex=0, title=Pintar el coche, startDate=2021/03/09 15:55, endDate=2021/03/09 16:55, workFlow=1.00, description=La pintura estaba gastada, publicTask=true, url=https://www.google.com",OK
2021-08-30 14:58:10.743,acme.testing.authenticated.task.AuthenticatedTaskListAllTest,listPositive,3880,"[2] recordIndex=4, title=Poner el cuadro, startDate=2021/04/29 13:00, endDate=2021/04/29 14:30, workFlow=1.30, description=Colocar el cuadro en la habitación, publicTask=true, url=",OK
2021-08-30 14:58:11.256,acme.testing.authenticated.task.AuthenticatedTaskListAllTest,listNegative,268,"listNegative()",OK
2021-08-30 14:58:33.136,acme.testing.manager.task.ManagerMyTasksCreateTest,createPositive,6666,"[1] recordIndex=9, title=Ir a la joyeria, startDate=2022/06/09 17:30, endDate=2022/06/09 18:00, workFlow=0.00, entera=0, decimal=0, description=LLevar el reloj a arreglar, publicTask=false, url=https://www.google.com",OK
2021-08-30 14:58:38.598,acme.testing.manager.task.ManagerMyTasksCreateTest,createPositive,5217,"[2] recordIndex=10, title=Hacer la compra, startDate=2022/06/09 18:10, endDate=2022/06/09 19:30, workFlow=0.00, entera=0, decimal=0, description=Ir al mercadona a comprar huevos y filetes, publicTask=false, url=https://www.google.com",OK
2021-08-30 14:58:42.513,acme.testing.manager.task.ManagerMyTasksCreateTest,createNegative,3627,"[1] recordIndex=0, title=null, startDate=null, endDate=null, description=null, url=null",OK
2021-08-30 14:58:46.492,acme.testing.manager.task.ManagerMyTasksCreateTest,createNegative,3734,"[2] recordIndex=0, title=Recoger al niño, startDate=fecha, endDate=fecha, description=Recoger al niño del colegio, url=https://www.google.com",OK
2021-08-30 14:58:50.433,acme.testing.manager.task.ManagerMyTasksCreateTest,createNegative,3692,"[3] recordIndex=0, title=Sex, startDate=2022/06/09 17:30, endDate=2022/06/09 18:00, description=Sex Hard Core, url=https://www.google.com",OK
2021-08-30 14:58:54.437,acme.testing.manager.task.ManagerMyTasksCreateTest,createNegative,3758,"[4] recordIndex=0, title=Recoger al niño, startDate=2019/06/09 17:30, endDate=2019/05/09 18:00, description=Recoger al niño del colegio, url=https://www.google.com",OK
2021-08-30 14:59:15.033,acme.testing.manager.task.ManagerMyTasksDeleteTest,deletePositive,5383,"[1] recordIndex=0, title=Hacer de comer, startDate=2021/06/09 15:55, endDate=2022/06/09 19:55, workFlow=4.00, entera=4, decimal=0, description=Los niños tenian mucha hambre, publicTask=false, url=https://www.google.com",OK
2021-08-30 14:59:20.69,acme.testing.manager.task.ManagerMyTasksDeleteTest,deletePositive,5401,"[2] recordIndex=1, title=Limpiar baños, startDate=2021/06/09 15:55, endDate=2022/06/15 19:55, workFlow=25.00, entera=25, decimal=0, description=Cambiar toallas y limpiar WC, publicTask=true, url=https://www.google.com",OK
2021-08-30 14:59:21.201,acme.testing.manager.task.ManagerMyTasksDeleteTest,deleteNegative,261,"[1] username=null, password=null",OK
2021-08-30 14:59:24.327,acme.testing.manager.task.ManagerMyTasksDeleteTest,deleteNegative,2854,"[2] username=administrator, password=administrator",OK
2021-08-30 14:59:27.981,acme.testing.manager.task.ManagerMyTasksDeleteTest,deletePositive,3414,"deletePositive()",OK
2021-08-30 14:59:49.074,acme.testing.manager.task.ManagerMyTasksUpdateTest,updatePositive,5902,"[1] recordIndex=0, title=Lavar los platos, startDate=2021/06/09 15:55, endDate=2022/04/29 14:30, entera=0, decimal=30, description=Lavar todos los platos de la comunion, publicTask=false, url=null",OK
2021-08-30 14:59:55.403,acme.testing.manager.task.ManagerMyTasksUpdateTest,updatePositive,6080,"[1] recordIndex=6, title=Cortar el cesped, startDate=2022/04/29 13:00, endDate=2022/04/29 18:30, entera=2, decimal=30, publicTask=true, url=https://www.google.com",OK
2021-08-30 14:59:59.892,acme.testing.manager.task.ManagerMyTasksUpdateTest,updateNegative,4232,"[1] recordIndex=6, title=null, startDate=null, endDate=null, entera=null, decimal=null, description=null, publicTask=true, url=null",OK
2021-08-30 15:00:04.434,acme.testing.manager.task.ManagerMyTasksUpdateTest,updateNegative,4296,"[2] recordIndex=6, title=Recoger al niño, startDate=fecha, endDate=fecha, entera=2, decimal=99, description=Recoger al niño del colegio, publicTask=true, url=https://www.google.com",OK
2021-08-30 15:00:08.913,acme.testing.manager.task.ManagerMyTasksUpdateTest,updateNegative,4236,"[3] recordIndex=6, title=Sex, startDate=2022/04/29 13:00, endDate=2022/04/29 18:30, entera=3, decimal=0, description=Sex Hard Core, publicTask=true, url=https://www.google.com",OK
2021-08-30 15:00:13.533,acme.testing.manager.task.ManagerMyTasksUpdateTest,updateNegative,4375,"[4] recordIndex=6, title=Recoger al niño, startDate=2022/04/29 13:00, endDate=2019/05/09 18:00, entera=0, decimal=99, description=Recoger al niño del colegio, publicTask=true, url=https://www.google.com",OK
2021-08-30 15:00:18.049,acme.testing.manager.task.ManagerMyTasksUpdateTest,updateNegative,4268,"[5] recordIndex=6, title=Recoger al niño, startDate=2022/04/29 13:00, endDate=2022/04/29 14:30, entera=10, decimal=2, description=Recoger al niño del colegio, publicTask=true, url=https://www.google.com",OK
2021-08-30 15:00:22.546,acme.testing.manager.task.ManagerMyTasksUpdateTest,updateNegative,4253,"[6] recordIndex=6, title=Recoger al niño, startDate=2022/04/29 13:00, endDate=2022/04/29 14:30, entera=-1, decimal=0, description=Recoger al niño del colegio, publicTask=true, url=https://www.google.com",OK
2021-08-30 15:00:42.057,acme.testing.manager.task.ManagerMyTasksListTest,listPositive,3868,"[1] recordIndex=0, title=Hacer de comer, startDate=2021/06/09 15:55, endDate=2022/06/09 19:55, workFlow=4.00, entera=4, decimal=0, description=Los niños tenian mucha hambre, publicTask=false, url=https://www.google.com",OK
2021-08-30 15:00:46.213,acme.testing.manager.task.ManagerMyTasksListTest,listPositive,3906,"[2] recordIndex=1, title=Limpiar baños, startDate=2021/06/09 15:55, endDate=2022/06/15 19:55, workFlow=25.00, entera=25, decimal=0, description=Cambiar toallas y limpiar WC, publicTask=true, url=https://www.google.com",OK
2021-08-30 15:00:46.715,acme.testing.manager.task.ManagerMyTasksListTest,listNegative,259,"[1] username=null, password=null",OK
2021-08-30 15:00:49.725,acme.testing.manager.task.ManagerMyTasksListTest,listNegative,2760,"[2] username=administrator, password=administrator",OK
2021-08-30 15:01:12.057,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordUpdateTest,updatePositive,7126,"[1] recordIndex=0, spamword=prueba",OK
2021-08-30 15:01:18.498,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordUpdateTest,updatePositive,6194,"[2] recordIndex=0, spamword=prueba2",OK
2021-08-30 15:01:23.271,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordUpdateTest,updateNegative,4526,"[1] recordIndex=0, spamword=null",OK
2021-08-30 15:01:23.786,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordUpdateTest,updateNegative,265,"[1] username=null, password=null",OK
2021-08-30 15:01:26.762,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordUpdateTest,updateNegative,2712,"[2] username=manager2, password=manager2",OK
2021-08-30 15:01:47.704,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordCreateTest,createPositive,5226,"[1] recordIndex=0, spamword=prueba1",OK
2021-08-30 15:01:53.212,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordCreateTest,createPositive,5265,"[2] recordIndex=0, spamword=prueba2",OK
2021-08-30 15:01:57.057,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordCreateTest,createNegative,3605,"createNegative()",OK
2021-08-30 15:01:57.57,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordCreateTest,listNegative,263,"[1] username=null, password=null",OK
2021-08-30 15:02:00.585,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordCreateTest,listNegative,2752,"[2] username=manager2, password=manager2",OK
2021-08-30 15:02:21.392,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordDeleteTest,deletePositive,4707,"deletePositive()",OK
2021-08-30 15:02:21.902,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordDeleteTest,deleteNegative,262,"[1] username=null, password=null",OK
2021-08-30 15:02:24.865,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordDeleteTest,deleteNegative,2718,"[2] username=manager2, password=manager2",OK
2021-08-30 15:02:48.543,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,listPositive,7395,"[1] recordIndex=0, spamword=duro",OK
2021-08-30 15:02:56.401,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,listPositive,7314,"[2] recordIndex=1, spamword=dura",OK
2021-08-30 15:03:04.335,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,listPositive,7388,"[3] recordIndex=2, spamword=has ganado",OK
2021-08-30 15:03:12.285,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,listPositive,7393,"[4] recordIndex=3, spamword=millon de dolares",OK
2021-08-30 15:03:13.361,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,listNegative,543,"[1] username=null, password=null",OK
2021-08-30 15:03:18.435,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,listNegative,4568,"[2] username=manager2, password=manager2",OK
2021-08-30 15:03:23.649,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,filtroShoutPositive,4697,"filtroShoutPositive()",OK
2021-08-30 15:03:26.406,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,filtroShoutNegative,2219,"filtroShoutNegative()",OK
2021-08-30 15:03:37.349,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,filtroTaskPositive,10421,"[1] recordIndex=9, title=Ir a la joyeria, startDate=2022/06/09 17:30, endDate=2022/06/09 18:00, workflow=0.00, entera=0, decimal=0, description=LLevar el reloj a arreglar, publicTask=false, url=https://www.google.com",OK
2021-08-30 15:03:47.284,acme.testing.administrator.spamfilter.spamword.AdministratorSpamwordListTest,filtroTaskPositive,9413,"[2] recordIndex=10, title=Hacer la compra, startDate=2022/06/09 18:10, endDate=2022/06/09 19:30, workflow=0.00, entera=0, decimal=0, description=Ir al mercadona a comprar huevos y filetes, publicTask=false, url=https://www.google.com",OK
2021-08-30 15:04:03.207,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,743,"[1] recordIndex=0, author=Diego Rivera, text=Hoy es un gran dia., info=https://www.facebook.com, moment=2021/08/24 15:55",OK
2021-08-30 15:04:04.181,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,728,"[2] recordIndex=1, author=Pablo Garcia, text=Esto es un shout., info=https://www.facebook.com, moment=2021/08/23 15:55",OK
2021-08-30 15:04:07.225,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,2796,"[1] username=administrator, password=administrator",OK
2021-08-30 15:04:10.17,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,2698,"[2] username=manager2, password=manager2",OK
2021-08-30 15:04:30.083,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4130,"[1] recordIndex=0, author=aaaaa, text=Hola soy una prueba, info=https://www.example.com",OK
2021-08-30 15:04:35.211,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4603,"[2] recordIndex=1, author=aaaaaa, text=Hola soy una prueba, info=null",OK
2021-08-30 15:04:40.342,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4614,"[3] recordIndex=2, author=aaaaaaaaaaaaaaaaaaaaaaaaa, text=Hola soy una prueba, info=https://www.example.com",OK
2021-08-30 15:04:45.518,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4665,"[4] recordIndex=3, author=aaaaaaaaaaaaaaaaaaaaaaaa, text=Hola soy una prueba, info=null",OK
2021-08-30 15:04:50.685,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4662,"[5] recordIndex=4, author=aaaaa, text=a, info=https://www.example.com",OK
2021-08-30 15:04:56.49,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5278,"[6] recordIndex=5, author=aaaaa, text=MrdUE62N$DjYvhKaQ7GuQZu&JmaDb*OSkR7rd*tmMJGyKoBe6#4kAVRucC3o$rd1b&5aPoC#Q*s#OjN9+Xd&YGDAT75yA%h=jbh3, info=https://www.example.com",OK
2021-08-30 15:05:02.643,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5625,"[7] recordIndex=6, author=%h=j##h3, text=hola esto no puede ser considerado spam, esto es más relleno para que no salte el filtro sex, info=https://www.example.com",OK
2021-08-30 15:05:05.336,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2177,"[1] recordIndex=0, author=null, text=null, info=null",OK
2021-08-30 15:05:08.069,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2218,"[2] recordIndex=1, author=null, text=Hola soy una prueba, info=https://www.example.com",OK
2021-08-30 15:05:10.81,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2215,"[3] recordIndex=2, author=aaaa, text=Hola soy una prueba, info=https://www.example.com",OK
2021-08-30 15:05:13.577,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2230,"[4] recordIndex=3, author=Aqui hay mas de 25 caracteres, text=Hola soy una prueba, info=https://www.example.com",OK
2021-08-30 15:05:16.294,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2209,"[5] recordIndex=4, author=aaaaa, text=sex, info=https://www.example.com",OK
2021-08-30 15:05:19.016,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2208,"[6] recordIndex=5, author=aaaaa, text=sex sex sexsex sex, info=https://www.example.com",OK
2021-08-30 15:05:21.752,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2214,"[7] recordIndex=6, author=aaaaa, text=sex llama a 666666666, info=https://www.example.com",OK
2021-08-30 15:05:24.476,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2202,"[8] recordIndex=7, author=aaaaa, text=null, info=null",OK
2021-08-30 15:05:27.216,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2236,"[9] recordIndex=8, author=aaaaa, text=MrdUE62N$DjYvhKaQ7GuQZu&JmaDb*OSkR7rd*tmMJGyKoBe6#4kAVRucC3o$rd1b&5aPoC#Q*s#OjN9+Xd&YGDAT75yA%h=jbh34, info=null",OK
2021-08-30 15:05:30.045,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2262,"[10] recordIndex=9, author=aaaaa, text=Hola soy una prueba, info=&5aPoC#Q*",OK
2021-08-30 15:05:35.728,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,5155,"[1] username=administrator, password=administrator",OK
2021-08-30 15:05:40.883,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,4643,"[2] username=manager2, password=manager2",OK
2021-08-30 15:05:59.115,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,createPositive,3554,"createPositive()",OK
2021-08-30 15:06:01.331,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,createNegative,1958,"createNegative()",OK
2021-08-30 15:06:18.512,acme.testing.anonymous.task.AnonymousTaskListAllTest,listPositive,1467,"[1] recordIndex=0, title=Pintar la habitacion, startDate=2021/09/09 15:55, endDate=2022/09/09 16:55, workFlow=1.00, description=La pintura estaba gastada, publicTask=true, url=https://www.google.com",OK
2021-08-30 15:06:20.225,acme.testing.anonymous.task.AnonymousTaskListAllTest,listPositive,1462,"[2] recordIndex=5, title=Barrer la casa, startDate=2021/08/09 15:55, endDate=2022/08/09 18:55, workFlow=3.00, description=La casa estaba muy sucia, publicTask=true, url=https://www.google.com",OK
2021-08-30 15:06:23.141,acme.testing.anonymous.task.AnonymousTaskListAllTest,listNegative,2657,"[1] username=fervalnav, password=Qwerty123",OK
2021-08-30 15:06:26.259,acme.testing.anonymous.task.AnonymousTaskListAllTest,listNegative,2869,"[2] username=administrator, password=administrator",OK
2021-08-30 15:06:46.304,acme.testing.SignUpTest,createPositive,4812,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-08-30 15:06:51.361,acme.testing.SignUpTest,createPositive,4813,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
